,Job_Title,Company_Name,Location,Experience_Level,Salary_Range,Skills_Required,Job_Description,Industry,Employment_Type,Tokenized_Job_Description,Sentiment_Polarity,Sentiment_Label
155,fullstack developer,apptivo software,chennai,Entry Level,Low,"mean stack developer, mern stack developer, mongodb, java script developer, angular developer, node js developer, nodejs","job title full stack developerlocation chennai, indiaexperience level minimum of 5 years of experience of which 3 years as a full stack developerjob summary we are seeking a talented fullstack developer to join our dynamic development team. as a fullstack developer, you will be responsible for designing, developing, and maintaining web applications that provide exceptional user experiences. you will work on both the front-end and back-end components, ensuring seamless integration and performance. you will collaborate with cross-functional teams to deliver high-quality software solutions that meet our clients needs and drive business success.responsibilitiesapplication development design, develop, and maintain web applications using modern front-end and back-end technologies.front-end development create responsive and user-friendly interfaces using html, css, javascript, and frameworks such as angular  reactback-end development develop robust server-side logic, apis, and databases using technologies like java or  and database systems such as mysql or mongodb.integration ensure seamless integration of front-end and back-end components, working closely with designers and other developers to implement features and enhancements.collaboration work closely with product managers, designers, and other stakeholders to gather requirements, define project scope, and deliver high-quality software solutions on time.nice to haveexperience with devops practices and tools docker, kubernetes, cicd pipelines.knowledge of security best practices for web application development.experience with mobile app development ios, android.contributions to open-source projects or participation in developer communities.why join usopportunity to work on new product development and make a meaningful impact.collaborative and inclusive work environment that encourages learning and growth.professional development opportunities and support for continued learnin",it-hardware  networking  it-software  software services,Work from Office,"['job', 'title', 'full', 'stack', 'developerlocation', 'chennai', 'indiaexperience', 'level', 'minimum', 'year', 'experience', 'year', 'full', 'stack', 'developerjob', 'summary', 'seeking', 'talented', 'fullstack', 'developer', 'join', 'dynamic', 'development', 'team', 'fullstack', 'developer', 'responsible', 'designing', 'developing', 'maintaining', 'web', 'application', 'provide', 'exceptional', 'user', 'experience', 'work', 'frontend', 'backend', 'component', 'ensuring', 'seamless', 'integration', 'performance', 'collaborate', 'crossfunctional', 'team', 'deliver', 'highquality', 'software', 'solution', 'meet', 'client', 'need', 'drive', 'business', 'successresponsibilitiesapplication', 'development', 'design', 'develop', 'maintain', 'web', 'application', 'using', 'modern', 'frontend', 'backend', 'technologiesfrontend', 'development', 'create', 'responsive', 'userfriendly', 'interface', 'using', 'html', 'cs', 'javascript', 'framework', 'angular', 'reactbackend', 'development', 'develop', 'robust', 'serverside', 'logic', 'apis', 'database', 'using', 'technology', 'like', 'java', 'database', 'system', 'mysql', 'mongodbintegration', 'ensure', 'seamless', 'integration', 'frontend', 'backend', 'component', 'working', 'closely', 'designer', 'developer', 'implement', 'feature', 'enhancementscollaboration', 'work', 'closely', 'product', 'manager', 'designer', 'stakeholder', 'gather', 'requirement', 'define', 'project', 'scope', 'deliver', 'highquality', 'software', 'solution', 'timenice', 'haveexperience', 'devops', 'practice', 'tool', 'docker', 'kubernetes', 'cicd', 'pipelinesknowledge', 'security', 'best', 'practice', 'web', 'application', 'developmentexperience', 'mobile', 'app', 'development', 'io', 'androidcontributions', 'opensource', 'project', 'participation', 'developer', 'communitieswhy', 'join', 'usopportunity', 'work', 'new', 'product', 'development', 'make', 'meaningful', 'impactcollaborative', 'inclusive', 'work', 'environment', 'encourages', 'learning', 'growthprofessional', 'development', 'opportunity', 'support', 'continued', 'learnin']",0.2533143939393939,Positive
156,looking for sr fullstack developer,talent stock solutions,noida,Entry Level,Low,"full stack developer, node js, javascript, html5","requirementsyou have prior experience developing and working on consumer-facing webapp productshands-on experience in javascript. exceptions can be made if youre really good at any other language with experience in building webapp-based tech productsexpertise in  and experience in at least one of the following frameworks - , ,  good knowledge of async programming using callbacks, promises, and asyncawaithands-on experience with frontend codebases using html, css, and ajaxworking knowledge of mongodb, redis, mysqlgood understanding of data structures, algorithms, and operating systemsyouve worked with aws services in the past and have experience with ec2, elb, auto scaling, cloud front, s3experience with frontend stack would be added advantage html, cssexperience in  would be plus",it-hardware  networking  it-software  software services,Work from Office,"['requirementsyou', 'prior', 'experience', 'developing', 'working', 'consumerfacing', 'webapp', 'productshandson', 'experience', 'javascript', 'exception', 'made', 'youre', 'really', 'good', 'language', 'experience', 'building', 'webappbased', 'tech', 'productsexpertise', 'experience', 'least', 'one', 'following', 'framework', 'good', 'knowledge', 'async', 'programming', 'using', 'callback', 'promise', 'asyncawaithandson', 'experience', 'frontend', 'codebases', 'using', 'html', 'cs', 'ajaxworking', 'knowledge', 'mongodb', 'redis', 'mysqlgood', 'understanding', 'data', 'structure', 'algorithm', 'operating', 'systemsyouve', 'worked', 'aws', 'service', 'past', 'experience', 'ec', 'elb', 'auto', 'scaling', 'cloud', 'front', 'sexperience', 'frontend', 'stack', 'would', 'added', 'advantage', 'html', 'cssexperience', 'would', 'plus']",0.10357142857142855,Positive
157,full stack developer,exxceliq solutions,bangalore,Senior Level,Low,"javascript, nodejs, work from home","job descriptionwe are seeking a highly skilled full stack developer with expertise in typescript and  to join our mobile development team. as a full stack developer, you will be responsible for designing, developing, and maintaining mobile applications that deliver exceptional user experiences across various platforms. you will collaborate with cross-functional teams to translate business requirements into scalable and efficient solutions.responsibilitiesdesign and develop scalable, secure, and high-performance mobile applications using typescript and .collaborate with product managers, designers, and other stakeholders to understand requirements and translate them into technical specifications.implement front-end and back-end features to enhance the functionality and usability of mobile applications.optimize application performance for speed and responsiveness across different devices and platforms.conduct code reviews, testing, and debugging to ensure the quality and reliability of software deliverables.stay updated on emerging technologies and best practices in mobile development to continuously improve processes and solutions.requirementsbachelors degree in computer science, engineering, or related field.proven experience as a full stack developer with a focus on mobile application development.strong proficiency in typescript and , with a deep understanding of their ecosystem and best practices.experience with mobile development frameworks such as react native or flutter is highly desirable.solid understanding of front-end technologies, including html5, css3, and javascript.familiarity with restful apis, json, and other web services integration techniques.knowledge of mobile app deployment processes for ios and android platforms.excellent problem-solving skills and attention to detail.strong communication and collaboration abilities.",it-hardware  networking  it-software  software services,Work from Home,"['job', 'descriptionwe', 'seeking', 'highly', 'skilled', 'full', 'stack', 'developer', 'expertise', 'typescript', 'join', 'mobile', 'development', 'team', 'full', 'stack', 'developer', 'responsible', 'designing', 'developing', 'maintaining', 'mobile', 'application', 'deliver', 'exceptional', 'user', 'experience', 'across', 'various', 'platform', 'collaborate', 'crossfunctional', 'team', 'translate', 'business', 'requirement', 'scalable', 'efficient', 'solutionsresponsibilitiesdesign', 'develop', 'scalable', 'secure', 'highperformance', 'mobile', 'application', 'using', 'typescript', 'collaborate', 'product', 'manager', 'designer', 'stakeholder', 'understand', 'requirement', 'translate', 'technical', 'specificationsimplement', 'frontend', 'backend', 'feature', 'enhance', 'functionality', 'usability', 'mobile', 'applicationsoptimize', 'application', 'performance', 'speed', 'responsiveness', 'across', 'different', 'device', 'platformsconduct', 'code', 'review', 'testing', 'debugging', 'ensure', 'quality', 'reliability', 'software', 'deliverablesstay', 'updated', 'emerging', 'technology', 'best', 'practice', 'mobile', 'development', 'continuously', 'improve', 'process', 'solutionsrequirementsbachelors', 'degree', 'computer', 'science', 'engineering', 'related', 'fieldproven', 'experience', 'full', 'stack', 'developer', 'focus', 'mobile', 'application', 'developmentstrong', 'proficiency', 'typescript', 'deep', 'understanding', 'ecosystem', 'best', 'practicesexperience', 'mobile', 'development', 'framework', 'react', 'native', 'flutter', 'highly', 'desirablesolid', 'understanding', 'frontend', 'technology', 'including', 'html', 'cs', 'javascriptfamiliarity', 'restful', 'apis', 'json', 'web', 'service', 'integration', 'techniquesknowledge', 'mobile', 'app', 'deployment', 'process', 'io', 'android', 'platformsexcellent', 'problemsolving', 'skill', 'attention', 'detailstrong', 'communication', 'collaboration', 'ability']",0.2625925925925926,Positive
158,full stack developer full time,berakhah employment solutions,indore,Entry Level,Low,"mvc, full stack developer, work from home","new requirements 1. .net fullstack developer 2. experience 5 years only 3. work location ahmedabad on-site.4. skills must to have  .net core, mvc, angular, sql server.5. education only  it6. communication sound in english.7. mathematics - sound",it-hardware  networking  it-software  software services,Work from Home,"['new', 'requirement', 'net', 'fullstack', 'developer', 'experience', 'year', 'work', 'location', 'ahmedabad', 'onsite', 'skill', 'must', 'net', 'core', 'mvc', 'angular', 'sql', 'server', 'education', 'communication', 'sound', 'english', 'mathematics', 'sound']",0.18727272727272729,Positive
159,full stack developer,atemps service pvt ltd,bangalore,Entry Level,Low,"dot net developer, azure administrator, react js","we are a trusted digital engineering and enterprise modernization partner, combining deep technical expertise and industry experience to help our clients anticipate whats next and take action. our offerings, proven solutions and innovative partner ecosystem create unique competitive advantage for our clients by giving them the power to see beyond and rise above. we work with many industry leading organizations across 18 countries - including 14 of the 30 most innovative us companies, 80 of the largest banks in the us and india, and numerous innovators across the healthcare ecosystem. in addition, we are recognized across the industry as the market leaders from delivery and customer excellence, as rated by isg 2020 and 2021 isg star of excellence awards.at persistent, our values are more than a list of ideals to improve our corporate image. were dedicated to building an inclusive culture that reflects whats important to our employees and is based on what they value.",it-hardware  networking  it-software  software services,Work from Office,"['trusted', 'digital', 'engineering', 'enterprise', 'modernization', 'partner', 'combining', 'deep', 'technical', 'expertise', 'industry', 'experience', 'help', 'client', 'anticipate', 'whats', 'next', 'take', 'action', 'offering', 'proven', 'solution', 'innovative', 'partner', 'ecosystem', 'create', 'unique', 'competitive', 'advantage', 'client', 'giving', 'power', 'see', 'beyond', 'rise', 'work', 'many', 'industry', 'leading', 'organization', 'across', 'country', 'including', 'innovative', 'u', 'company', 'largest', 'bank', 'u', 'india', 'numerous', 'innovator', 'across', 'healthcare', 'ecosystem', 'addition', 'recognized', 'across', 'industry', 'market', 'leader', 'delivery', 'customer', 'excellence', 'rated', 'isg', 'isg', 'star', 'excellence', 'awardsat', 'persistent', 'value', 'list', 'ideal', 'improve', 'corporate', 'image', 'dedicated', 'building', 'inclusive', 'culture', 'reflects', 'whats', 'important', 'employee', 'based', 'value']",0.225,Positive
160,full stack development,bdn labs pvt limited,hyderabad,Entry Level,High,"graphql developer, sql developer, kubernates, docker","we are seeking a meticulous and highly skilled full stack developer to join our it team. the ideal candidate will have extensive experience in full stack development.key responsibilitiesmust work in technologies such as react, angular, , or any other modern javascript framework.must work in technologies using restful apis or graphql, kubernetes, docker, linux, windows, virtualization, awsazure.must also have an exposure to the microservices technologyplatform and its related technical stack. you also be able to apply those fundamentals to real-world problems and come up with specialized solutions. interact with cross functional teams and co-operate with people working in different areas of the stack. you should value simplicity and scale, work comfortably in a collaborative, agile environment, and be excited to learn.collaborate with product managers and other stakeholders in understanding the requirements and work on delivering user storiesbacklog items with highest levels of quality and consistency across the product.work with geographically dispersed team of engineers by taking complete ownership and accountability to see the project through for completion.requirements5 years strong experience in restful apis or graphql, kubernetes, docker, linux, windows, virtualization, awsazure, python.excellent problem-solving skills and attention to detail.strong communication and collaboration skills.",it-hardware  networking  it-software  software services,Work from Office,"['seeking', 'meticulous', 'highly', 'skilled', 'full', 'stack', 'developer', 'join', 'team', 'ideal', 'candidate', 'extensive', 'experience', 'full', 'stack', 'developmentkey', 'responsibilitiesmust', 'work', 'technology', 'react', 'angular', 'modern', 'javascript', 'frameworkmust', 'work', 'technology', 'using', 'restful', 'apis', 'graphql', 'kubernetes', 'docker', 'linux', 'window', 'virtualization', 'awsazuremust', 'also', 'exposure', 'microservices', 'technologyplatform', 'related', 'technical', 'stack', 'also', 'able', 'apply', 'fundamental', 'realworld', 'problem', 'come', 'specialized', 'solution', 'interact', 'cross', 'functional', 'team', 'cooperate', 'people', 'working', 'different', 'area', 'stack', 'value', 'simplicity', 'scale', 'work', 'comfortably', 'collaborative', 'agile', 'environment', 'excited', 'learncollaborate', 'product', 'manager', 'stakeholder', 'understanding', 'requirement', 'work', 'delivering', 'user', 'storiesbacklog', 'item', 'highest', 'level', 'quality', 'consistency', 'across', 'productwork', 'geographically', 'dispersed', 'team', 'engineer', 'taking', 'complete', 'ownership', 'accountability', 'see', 'project', 'completionrequirements', 'year', 'strong', 'experience', 'restful', 'apis', 'graphql', 'kubernetes', 'docker', 'linux', 'window', 'virtualization', 'awsazure', 'pythonexcellent', 'problemsolving', 'skill', 'attention', 'detailstrong', 'communication', 'collaboration', 'skill']",0.2293859649122807,Positive
161,full stack developer,hrm info - corporate hr solutions,hyderabad,Senior Level,Low,"azure server, spring boot, reactjs, java","must have skills  java, spring boot, react js, microservices, kafka and azure both the front-end and back-endfull stack engineer with reactjs expert we are seeking a highly skilled and experienced full stack engineer with expertise in reactjs to join our growing team.as a full stack engineer, you will be responsible for developing and maintaining both the front-end and back-end components of our web applications.you will work closely with our product team to understand business requirements and translate them into technical solutions.",it-hardware  networking  it-software  software services,Work from Office,"['must', 'skill', 'java', 'spring', 'boot', 'react', 'j', 'microservices', 'kafka', 'azure', 'frontend', 'backendfull', 'stack', 'engineer', 'reactjs', 'expert', 'seeking', 'highly', 'skilled', 'experienced', 'full', 'stack', 'engineer', 'expertise', 'reactjs', 'join', 'growing', 'teamas', 'full', 'stack', 'engineer', 'responsible', 'developing', 'maintaining', 'frontend', 'backend', 'component', 'web', 'applicationsyou', 'work', 'closely', 'product', 'team', 'understand', 'business', 'requirement', 'translate', 'technical', 'solution']",0.3666666666666667,Positive
162,urgent opening for full stack developer  remote,tier5 technology solutions pvt ltd,kolkata,Entry Level,Medium,"mern stack developer, full stack","position software engineer mern responsibilities design, develop, and maintain high-performance web applications using the mern stack mongodb, , , . write clean, modular, and scalable code, ensuring adherence to best practices in software development. collaborate with cross-functional teams to define, design, and deliver new features. optimize applications for maximum speed and scalability. troubleshoot and debug applications, providing timely and effective solutions to issues. participate in code reviews, offering constructive feedback to peers. stay updated with the latest industry trends and technologies, incorporating them into projects where beneficial. utilize aws services and implement microservices and serverless architectures to enhance application performance and scalability. lead development projects, providing guidance and mentorship to junior developers. innovate solutions to complex problems, ensuring proactive measures to foresee and address potential issues.requirements extensive experience as a mern stack developer with a strong portfolio of successfully delivered projects. exceptional problem-solving skills and the ability to work independently with minimal supervision. deep understanding of software development principles and best practices. proficiency in mongodb, , , and . experience with restful apis and web services. advanced knowledge of version control systems, such as git. strong communication skills and the ability to collaborate effectively with team members. extensive experience with aws services, including but not limited to ec2, s3, lambda, and dynamodb. in-depth knowledge of microservices architecture and serverless computing. proven experience leading development teams and mentoring junior developers. ability to foresee potential issues and implement proactive solutions.",it-hardware  networking  it-software  software services,Work from Home,"['position', 'software', 'engineer', 'mern', 'responsibility', 'design', 'develop', 'maintain', 'highperformance', 'web', 'application', 'using', 'mern', 'stack', 'mongodb', 'write', 'clean', 'modular', 'scalable', 'code', 'ensuring', 'adherence', 'best', 'practice', 'software', 'development', 'collaborate', 'crossfunctional', 'team', 'define', 'design', 'deliver', 'new', 'feature', 'optimize', 'application', 'maximum', 'speed', 'scalability', 'troubleshoot', 'debug', 'application', 'providing', 'timely', 'effective', 'solution', 'issue', 'participate', 'code', 'review', 'offering', 'constructive', 'feedback', 'peer', 'stay', 'updated', 'latest', 'industry', 'trend', 'technology', 'incorporating', 'project', 'beneficial', 'utilize', 'aws', 'service', 'implement', 'microservices', 'serverless', 'architecture', 'enhance', 'application', 'performance', 'scalability', 'lead', 'development', 'project', 'providing', 'guidance', 'mentorship', 'junior', 'developer', 'innovate', 'solution', 'complex', 'problem', 'ensuring', 'proactive', 'measure', 'foresee', 'address', 'potential', 'issuesrequirements', 'extensive', 'experience', 'mern', 'stack', 'developer', 'strong', 'portfolio', 'successfully', 'delivered', 'project', 'exceptional', 'problemsolving', 'skill', 'ability', 'work', 'independently', 'minimal', 'supervision', 'deep', 'understanding', 'software', 'development', 'principle', 'best', 'practice', 'proficiency', 'mongodb', 'experience', 'restful', 'apis', 'web', 'service', 'advanced', 'knowledge', 'version', 'control', 'system', 'git', 'strong', 'communication', 'skill', 'ability', 'collaborate', 'effectively', 'team', 'member', 'extensive', 'experience', 'aws', 'service', 'including', 'limited', 'ec', 'lambda', 'dynamodb', 'indepth', 'knowledge', 'microservices', 'architecture', 'serverless', 'computing', 'proven', 'experience', 'leading', 'development', 'team', 'mentoring', 'junior', 'developer', 'ability', 'foresee', 'potential', 'issue', 'implement', 'proactive', 'solution']",0.2964580873671783,Positive
163,full stack developer - pune,jeeva,pune,Entry Level,Low,"react js, python, mongodb, aws, mysql","about you- experience 3 years of experience as a full stack engineer with a strong background in react, python, mongodb, and aws.- automated cicd experienced in implementing and managing automated cicd pipelines using github actions and aws cloudformation.- system architecture skilled in architecting scalable solutions for systems at scale, leveraging caching strategies, messaging queues and asyncawait paradigms for highly performant systems- cloud-native expertise proficient in deploying cloud-native apps using aws lambda, api gateway, s3, ecs, with a focus on serverless architectures to reduce overhead and boost agility..- development tooling proficient in a wide range of development tools such as fastapi, react state management, rest apis, websockets and robust version control using git.- ai and gpts competent in applying ai technologies, particularly in using gpt models for natural language processing, automation and creating intelligent systems.- impact-driven youve built and shipped products that users love and have seen the impact of your work at scale.- ownership you take pride in owning projects from start to finish and are comfortable wearing multiple hats to get the job done.- curious learner you stay ahead of the curve, eager to explore and implement the latest technologies, particularly in ai.- collaborative spirit you thrive in a team environment and can work effectively with both technical and non-technical stakeholders.- ambitious you have a hunger for success and are eager to contribute to a fast-growing company with big goals.",it-hardware  networking  it-software  software services,Work from Office,"['experience', 'year', 'experience', 'full', 'stack', 'engineer', 'strong', 'background', 'react', 'python', 'mongodb', 'aws', 'automated', 'cicd', 'experienced', 'implementing', 'managing', 'automated', 'cicd', 'pipeline', 'using', 'github', 'action', 'aws', 'cloudformation', 'system', 'architecture', 'skilled', 'architecting', 'scalable', 'solution', 'system', 'scale', 'leveraging', 'caching', 'strategy', 'messaging', 'queue', 'asyncawait', 'paradigm', 'highly', 'performant', 'system', 'cloudnative', 'expertise', 'proficient', 'deploying', 'cloudnative', 'apps', 'using', 'aws', 'lambda', 'api', 'gateway', 'ec', 'focus', 'serverless', 'architecture', 'reduce', 'overhead', 'boost', 'agility', 'development', 'tooling', 'proficient', 'wide', 'range', 'development', 'tool', 'fastapi', 'react', 'state', 'management', 'rest', 'apis', 'websockets', 'robust', 'version', 'control', 'using', 'git', 'ai', 'gpts', 'competent', 'applying', 'ai', 'technology', 'particularly', 'using', 'gpt', 'model', 'natural', 'language', 'processing', 'automation', 'creating', 'intelligent', 'system', 'impactdriven', 'youve', 'built', 'shipped', 'product', 'user', 'love', 'seen', 'impact', 'work', 'scale', 'ownership', 'take', 'pride', 'owning', 'project', 'start', 'finish', 'comfortable', 'wearing', 'multiple', 'hat', 'get', 'job', 'done', 'curious', 'learner', 'stay', 'ahead', 'curve', 'eager', 'explore', 'implement', 'latest', 'technology', 'particularly', 'ai', 'collaborative', 'spirit', 'thrive', 'team', 'environment', 'work', 'effectively', 'technical', 'nontechnical', 'stakeholder', 'ambitious', 'hunger', 'success', 'eager', 'contribute', 'fastgrowing', 'company', 'big', 'goal']",0.2875757575757576,Positive
164,fullstack developer with react and .net,morphos hr solutions pvt ltd,kochicochin,Entry Level,Low,"fullstack developer, dot net, react",we are looking for a 6 years experienced fullstack developer with strong hands-on in react and.net.work timing - 12pm to 9pm,it-hardware  networking  it-software  software services,Work from Home,"['looking', 'year', 'experienced', 'fullstack', 'developer', 'strong', 'handson', 'react', 'andnetwork', 'timing', 'pm', 'pm']",0.6166666666666667,Positive
165,full stack developer -team lead,united technology services,chennai,Entry Level,High,"java spring, react js, spring boot developer",we are looking for full stack developer as team lead with 5 to 10 years experience in chennai immediate joiners preferred.,it-hardware  networking  it-software  software services,Work from Home,"['looking', 'full', 'stack', 'developer', 'team', 'lead', 'year', 'experience', 'chennai', 'immediate', 'joiner', 'preferred']",0.35,Positive
166,full stack developer full time,emarlex multiventure llp,noida,Entry Level,High,"core java, java developer, java j2ee developer, react js, cloud computing, aws, mvc, spring framework, angular js developer, mysql, sql developer","job description and responsibilitiesanalyze technical requirements and design new components to meet functional, performance andavailability requirements.guide team development efforts towards successful project delivery.provide technical leadership to teammates through coaching and mentorship.maintain high standards of software quality within the team by establishing good practices andhabits.identify and encourage areas for growth and improvement within the team.collaborate with other software developers, business analysts and software architects to plan,design, develop, test, and maintain web- and desktop-based business applications built on microsoft technologies.develop, refine, and tune integrations between applications.play role of scrum master as wellrequired skillskey competencies to be successful at this position extensive experience with - javaee jee, j2ee javascript, html5, css3, jquery, bootstrap experience in the spring framework experience in the reactjs relational databases familiarity with concepts of mvc, jdbc, and restful experience in developing web applications using at least one popular web framework jsf, wicket, gwt, spring mvc experience with test-driven development nice to have -tomcat, apache , vuejs, angular experience in gcp, nice to have awsazure knowledge of accessibility standards extensive experience in relational database sql, postgresql, oracle or mysql. comprehensive understanding of object-oriented and service-oriented applicationdevelopment. knowledge of various design patterns including dependency injection, factory method, andconcurrency patterns. experience with multi-threading, debugging, performance profiling and optimization. knowledge of implementing unit tests. proficient understanding of code versioning tools like git. experience with agile development methodologies like scrum. hands on experience with microservices architecture",it-hardware  networking  it-software  software services,Work from Office,"['job', 'description', 'responsibilitiesanalyze', 'technical', 'requirement', 'design', 'new', 'component', 'meet', 'functional', 'performance', 'andavailability', 'requirementsguide', 'team', 'development', 'effort', 'towards', 'successful', 'project', 'deliveryprovide', 'technical', 'leadership', 'teammate', 'coaching', 'mentorshipmaintain', 'high', 'standard', 'software', 'quality', 'within', 'team', 'establishing', 'good', 'practice', 'andhabitsidentify', 'encourage', 'area', 'growth', 'improvement', 'within', 'teamcollaborate', 'software', 'developer', 'business', 'analyst', 'software', 'architect', 'plandesign', 'develop', 'test', 'maintain', 'web', 'desktopbased', 'business', 'application', 'built', 'microsoft', 'technologiesdevelop', 'refine', 'tune', 'integration', 'applicationsplay', 'role', 'scrum', 'master', 'wellrequired', 'skillskey', 'competency', 'successful', 'position', 'extensive', 'experience', 'javaee', 'jee', 'jee', 'javascript', 'html', 'cs', 'jquery', 'bootstrap', 'experience', 'spring', 'framework', 'experience', 'reactjs', 'relational', 'database', 'familiarity', 'concept', 'mvc', 'jdbc', 'restful', 'experience', 'developing', 'web', 'application', 'using', 'least', 'one', 'popular', 'web', 'framework', 'jsf', 'wicket', 'gwt', 'spring', 'mvc', 'experience', 'testdriven', 'development', 'nice', 'tomcat', 'apache', 'vuejs', 'angular', 'experience', 'gcp', 'nice', 'awsazure', 'knowledge', 'accessibility', 'standard', 'extensive', 'experience', 'relational', 'database', 'sql', 'postgresql', 'oracle', 'mysql', 'comprehensive', 'understanding', 'objectoriented', 'serviceoriented', 'applicationdevelopment', 'knowledge', 'various', 'design', 'pattern', 'including', 'dependency', 'injection', 'factory', 'method', 'andconcurrency', 'pattern', 'experience', 'multithreading', 'debugging', 'performance', 'profiling', 'optimization', 'knowledge', 'implementing', 'unit', 'test', 'proficient', 'understanding', 'code', 'versioning', 'tool', 'like', 'git', 'experience', 'agile', 'development', 'methodology', 'like', 'scrum', 'hand', 'experience', 'microservices', 'architecture']",0.27321022727272726,Positive
167,full stack development,sharaa info tech,hyderabad,Entry Level,Medium,"ajax, core java, css-cascading style sheets, mysql, spring","jdjoin top mnc companies as a full stack developer  we are currently seeking dynamic professionals for the following positionssoftware testing engineersqlweb design  developerasp .netjava programmerphpqualifications job typefull time  permanentsalary35k -  pmlocationchennai, hyderabad, bengalurucontact hrmanisha -  maha -  megna -",it-hardware  networking  it-software  software services,Work from Office,"['jdjoin', 'top', 'mnc', 'company', 'full', 'stack', 'developer', 'currently', 'seeking', 'dynamic', 'professional', 'following', 'positionssoftware', 'testing', 'engineersqlweb', 'design', 'developerasp', 'netjava', 'programmerphpqualifications', 'job', 'typefull', 'time', 'permanentsalaryk', 'pmlocationchennai', 'hyderabad', 'bengalurucontact', 'hrmanisha', 'maha', 'megna']",0.16999999999999998,Positive
168,sr. full stack tech lead,santacruz pvt. ltd.,pune,Entry Level,Medium,"react js, asp dot net developer","role full stack technology leadresponsibilitiessystem design translating high-level requirements into detailed design specifications, including defining system components, interfaces, and interactions.technical guidance providing guidance and mentorship to the development team on best practices, design principles, and architectural patterns.code reviews reviewing code to ensure adherence to design principles, coding standards, and best practices, and providing feedback to developers.risk management identifying potential risks and bottlenecks in the design and proposing mitigating strategies.performance optimization collaborating with the team to optimise the performance and scalability of the software system through effective design decisions.understand requirements and translate that to product features.develop applications using front end, middleware, and database related technologies.should have strong exposure in rest api design and principles and adhere to ramlswagger or open api specificationthe role offersan outstanding opportunity to work on new product development large size enterprise applications an end-to-end project exposure across multiple technical stack and cloud platforman individual who has passion to learn and adapt to new technologies quickly and scale to next level easily.essential skills6 years of hands-on experience in designing and development of web applications using  c,  core, java script, design patterns, 3 years of hands-on experience in .experience in both,  core and react, is must3 years of in-depth knowledge in microservices concepts, bounded context and integration of microservices5 years of experience in restful http services design4 years of experience with oracle or postgresql writing stored procedures, performance tuning and identifying deadlocks, transactions and data lockingblocking scenariosgood communication and unit testing knowledge using nunit,xunit etc",it-hardware  networking  it-software  software services,Work from Office,"['role', 'full', 'stack', 'technology', 'leadresponsibilitiessystem', 'design', 'translating', 'highlevel', 'requirement', 'detailed', 'design', 'specification', 'including', 'defining', 'system', 'component', 'interface', 'interactionstechnical', 'guidance', 'providing', 'guidance', 'mentorship', 'development', 'team', 'best', 'practice', 'design', 'principle', 'architectural', 'patternscode', 'review', 'reviewing', 'code', 'ensure', 'adherence', 'design', 'principle', 'coding', 'standard', 'best', 'practice', 'providing', 'feedback', 'developersrisk', 'management', 'identifying', 'potential', 'risk', 'bottleneck', 'design', 'proposing', 'mitigating', 'strategiesperformance', 'optimization', 'collaborating', 'team', 'optimise', 'performance', 'scalability', 'software', 'system', 'effective', 'design', 'decisionsunderstand', 'requirement', 'translate', 'product', 'featuresdevelop', 'application', 'using', 'front', 'end', 'middleware', 'database', 'related', 'technologiesshould', 'strong', 'exposure', 'rest', 'api', 'design', 'principle', 'adhere', 'ramlswagger', 'open', 'api', 'specificationthe', 'role', 'offersan', 'outstanding', 'opportunity', 'work', 'new', 'product', 'development', 'large', 'size', 'enterprise', 'application', 'endtoend', 'project', 'exposure', 'across', 'multiple', 'technical', 'stack', 'cloud', 'platforman', 'individual', 'passion', 'learn', 'adapt', 'new', 'technology', 'quickly', 'scale', 'next', 'level', 'easilyessential', 'skill', 'year', 'handson', 'experience', 'designing', 'development', 'web', 'application', 'using', 'c', 'core', 'java', 'script', 'design', 'pattern', 'year', 'handson', 'experience', 'experience', 'core', 'react', 'must', 'year', 'indepth', 'knowledge', 'microservices', 'concept', 'bounded', 'context', 'integration', 'microservices', 'year', 'experience', 'restful', 'http', 'service', 'design', 'year', 'experience', 'oracle', 'postgresql', 'writing', 'stored', 'procedure', 'performance', 'tuning', 'identifying', 'deadlock', 'transaction', 'data', 'lockingblocking', 'scenariosgood', 'communication', 'unit', 'testing', 'knowledge', 'using', 'nunitxunit', 'etc']",0.28353775853775853,Positive
